Khao Soi Khun Yai,I kept wandering past this place and it's almost always full with a mix of locals and foreigners.  The opening hours are limited though so I decided to try it out for breakfast.  I got there about 10:15.  Most tables were occupied but I ordered...,John A
Khao Soi Khun Yai,"This place is a little hard to find because no one seems to know the name of it but it is located near the ""Horse Temple"".It is definitely worth the trip just make sure you go before 2pm because she is only open for lunch,...",Sacramento
Khao Soi Khun Yai,"Delectable, mouthwatering and delicious! This little restaurant, located near the North Gate of the Old City, is only open between 10am and 2pm offers incredible savoury dishes of Northern Thai favourite, Khao Soi. The name literally means Grandmother's Khao Soi. Believe the hype!",firebirdinc
Khao Soi Khun Yai,"It is a little difficult to find because it is just off of the main road, but definitely worth the effort. We walked there, but there is parking available at the restaurant.

Their main dish, as the name implies, is khao soi, but they also...",Bangkok
Khao Soi Khun Yai,"I had trouble finding this restaurant, I thought it was down the alley by Wat Kuan Kana but it is not. Actually, it is on the corner and the sign is in Thai , so I missed it. But it was worth the trouble. It...",mark3141
Khao Soi Khun Yai,"While finding this exact location was a little tricky,  it did not disappoint. I have been in Thailand for over 1.5 years and have been hearing all about kaao soi from my friends in the north. I must say I was rather disappointed with the...","Bangkok, Thailand"
Khao Soi Khun Yai,Of all the meals we've had in Thailand this is up there in the top 3. The broth was delicious. I had the beef which was actual tender chunks and not sinewy off cuts. The fried noodles stayed crispy even when in the broth do...,Bucajack
Khao Soi Khun Yai,"Great Khao Soi. Very small place, right near the north gate in Chiang Mai. They are only open from 10-2 I believe, lunch hours only. Menu is small. The Khao Soi is delicious, has great noodles and very tender beef. We also tried the spicy...",kjones44
Khao Soi Khun Yai,"Wow! Khao Soi to die for, best I've ever had.

I had two bowls of the chicken khao soi and glass of longuan juice.

Place doesn't have a sign but is well known by word of mouth and deserves its great reputation",jglotzho
Khao Soi Khun Yai,"So when I arrived in Chiang Mai, the recommended must try food is Khao Soi! Searched for a good one and found this online. It's located at the city area beside a temple. Place has parking so if you're riding or driving, don't hesitate to...","Toronto, Canada"
Khao Soi Khun Yai,"delicious bowl of Khao Soi and other noodles in a small stall off the main road.

Delicious and cheap what more do you want?

Nice mixture of foreigners and locals.","Oberon, Australia"
Khao Soi Khun Yai,"I have eaten here in 2015 so when I was back in town December 2016 I had to come back.
This time i had a very tasty bowl of chicken khao soi. So nice i nearly licked the bowl at the end.
You need to...",Ian B
Khao Soi Khun Yai,"Not only is this one of the best khao soi I had in Chang Mai, this might be one of the best meals we had in our entire trip. It is a must try and chiang mai.","Orlando, Florida"
Khao Soi Khun Yai,"The Khao Soi available here is indeed very, very tasty. You can find it just off the main road, a few hundred metres from the north gate. The facilities are humble and every bit what you'd expect from a streetside cafe (although it's actually on...",Neekaluz
Khao Soi Khun Yai,"I love their tom yam noodle A LOT! the taste is just right, not too sweet, not too bland. While my hubby loves Khao Soi which is good both beef and chicken. Avoid going during lunch time to avoid the crowd as there're only 6...",David H
Khao Soi Khun Yai,"Came here because of numerous recommendations and it definitely lived up to the hype! I got the chicken khao soi and it was delicious. The first time I went there, I think they were quite busy so I had to wait a little bit, but...","Greater London, United Kingdom"
Khao Soi Khun Yai,"It was really hard to find, as the sign is not in English. But,  for the $$ it was good value. 35 Bt for a huge bowl of khao soi and the women behind the counter were wonderful. The soup part was wonderful, but the...",jamesmc007
Khao Soi Khun Yai,"Simply some of the best Khao Soi I've ever had! Which is good as it's all they do!

Got there quite early (about 1030) as I didn't want them to run out.  Even at that time it was busy with locals enjoying thier bowls of...","Singapore, Singapore"
Khao Soi Khun Yai,The soup was a must have if you are in chiang Mai. Khoa soi soup is nothing like you would find in North America. Will be coming back.,"Arlington, Virginia"
Khao Soi Khun Yai,Go here for lunch! It's awesome! Also make sure that you order the longarn juice. :) They open from 10am - 2pm.,"Doncaster, United Kingdom"
Khao Soi Khun Yai,"Just a couple of minutes walk from the Chiang Puak gate, this small but great Khao soi spot has about 10 tables and there is often a lineup. Other things on the short menu, but the Khao soi is rightfully the main attraction.",Nicole T
Khao Soi Khun Yai,"Found this little gem just past the north gate opposite the lake molee wat, best khao soi, we both had the chicken one, only open 10pm to 2pm and closed on a Sunday. This food is amazing and so cheap only 35bahts. You won't be...",Bob C
Khao Soi Khun Yai,"We tried the kao soy with pork. It was delicious!!!
The broth was really tasty, full of flavors. For the price you pay, it is definitely a great deal!","Bangkok, Thailand"
Khao Soi Khun Yai,"This is basically street food eaten on plastic tables in a courtyard, but the Khao Soi is fantastic, (creamy curry soup with egg noodles, chicken/Pork/Beef/Veg, topped with crispy noodles and a small side of pickled cabbage, onion and chilli). Well worth a visit, and soooooo...",morgapple
Khao Soi Khun Yai,We needed breakfast and we were craving bowl of soup. We ordered two chicken and one bowl of the beef Khao Soi soup. Delicious flavors! Our young son thought it was one of the best soup he has had in Thailand. Glad we read about...,BagusSedap
Khao Soi Khun Yai,"the restaurant located at the small yard, near the temple, simple and crowed at the lunch time.
taste not as good as it said.",282pimm
Khao Soi Khun Yai,"As many locals as tourists - a sure sign the place is good...and cheap. And so it was with khao soi khun yai. Delicious curry noodles, very cheap at 35 bhat for a small bowl (would suggest you go the upsize for 40 bhat) and...","Ottawa, Canada"
Khao Soi Khun Yai,"Small, just off a main road and a really nice temple is literally next doors. We were there before 12 and the place wasn't packed yet. It had a really nice, quiet atmosphere and we enjoyed just taking a seat waiting for our food. Since...",ajkar727
Khao Soi Khun Yai,This is a hole in the wall restaurant behind a gate. You can only get khao soi with chicken or beef and will pay no more than 45 baht. The portions are not too big but the perfect for an afternoon snack!,"Hampshire, United Kingdom"
Khao Soi Khun Yai,Just had lunch here. It was delicious. We had the Khao soi and the noodle soup with pork as well as the lotus tea. The food came out quick and was wonderful. The bill came to 85 baht which is a little less than $2.50...,"London, United Kingdom"
Khao Soi Khun Yai,"The khao soi was good when it came, but it was a long wait considering it’s a simple dish and practically the only thing on the menu. While waiting we noticed that people who arrived after us got their drinks before us. We were also...",Bangkok
Khao Soi Khun Yai,Must try everything. Hidden gem. Amazing. Nice little spot to sit down and rest between looking at the temples.,Lainey J
Khao Soi Khun Yai,"That will rock your world.
Smiley service, prices very close to 0. 
If your mommy makes better noodles let me know. I will stop by.","Miami, Florida"
Khao Soi Khun Yai,"delicious spicy noodles with chicken, perfect sour sweet and spicy flavors. in love! food comes out quick and price is unbeatable",timjharding
Khao Soi Khun Yai,"You have to get here early, because she runs out before lunch every day. This is one of the best Khao Soi restaurants in Chiang Mai (and I am trying them all!) It is not to be missed. If you only try one place in...",Aenoi
Khao Soi Khun Yai,"The absolute best Khao Soi ever! I would fly back to Thailand just to eat here again. For an absolute party in your mouth, eat here! 🙌🏼❤️",Philippines
Khao Soi Khun Yai,I really liked this Khao Soy on Sri Poom road. The fried noodles on top are unique in comparison to other places. Highly recommend.,Cathyh1108
Khao Soi Khun Yai,"Wow. Even though this place is hard to find (they didn't have the orange sign out at the time, so look for a parking lot looking area with white iron gates, to the left behind the gates should be the tables), it was totally worth...","Exeter, United Kingdom"
Khao Soi Khun Yai,Unassuming and tucked away but worth seeking out for the Khao Soi. There were only two portions left when we get there at 1330. Open 1000-1400,charley48
Khao Soi Khun Yai,We were in Chiang Mai during Yi Peng festival and knew this place would be packed ( also because of the short business hours - 10 am till 2 pm ). Our plan was to arrive at the stall just after it opens for business...,"Birmingham, United Kingdom"
Khao Soi Khun Yai,You have got to eat there. They have about 4 dishes -tradional dishesyou must try. Beware - it's spicy!. But really great kaho soy.,The Exotic Orient
Khao Soi Khun Yai,"This place was packed and I could tell why once we tasted our Khao Soi. Flavorful and fragrant soup with great noodles! And super cheap too! The restaurant is by no means fancy and has communal tables, but this was part of the experience and...",MooreAboutLori
Khao Soi Khun Yai,We had lunch here one day and enjoyed pork Khao soi and spicy noodles. It was the best khao soi we ate in Chiang Mai and excellent price. Wasn’t as big a fan of the spicy noodles but would absolutely go back for khao soi....,"Dali, China"
Khao Soi Khun Yai,"There are many ""Best Khao Soi's"" in CNX. 

My suggestion is to try all!
Thats the fun part and there are differences!

Do also try KhaoSoi MaiSai at:
Ratchaphuek Alley, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand

And KhaoSoi...",trchu
Khao Soi Khun Yai,"That really good test, not too spicy. 
The restaurant just small and local style.
not expensive if you come let's try here.",AnaKuro
Khao Soi Khun Yai,Had two large cups of longan juice and the best noodlesoup i've ever tasted for 65 bath :-) will go back again tomorrow for more,idaho
Khao Soi Khun Yai,"While Khao Soi is not my favorite Thai food, being in Chiang Mai  you got to try it.... and this place is the best one we had.  

Just be aware, you are eating under a tent and you can see many things on the table...",sandgrownun18
Khao Soi Khun Yai,"Local prices for Khao Soi. 40 baht for chicken Khao Soi plus 10 for bottles water. One of the better places in town and add that to the price, it’s ridiculously good.",_D6695YL
Khao Soi Khun Yai,"Great khao soi soup. 
Came here after recommendation and we did not disappointed. 
The flavours are great I would say it’s a bit spicey what I love but I’m not sure everyone could take it eg kids   
Great value for what is it 
You can...",lol_hargs
Khao Soi Khun Yai,"Don't let the appearance fool you and get there early. We got to Khao Soi Khun Ya just before noon and were able to just get a seat. 
We ordered two Khao Soi with chicken and two Longen juices. It was the best we've had...",traveller1968
Khao Soi Khun Yai,"Located near the Chang Puak gate, this unassuming store serves a really good khao soi! 

Flavorful thick sauce and the noodle texture was crunchy.","Melbourne, Australia"
Khao Soi Khun Yai,"We tried Beef Khao Soi and chicken hot and sour soup.

Khao soi taste a bit sweet, has a thick curry-like sauce. While the hot and sour soup is light, clear soup with (as describe in the name) sour and slightly hot taste.

Back to...",merry_setianingsih
Khao Soi Khun Yai,"Have now been a few times for lunch.  Have had the khao soi with pork, and with chicken.  Also have had the spicy noodles with chicken.  I love both noodle dishes and have a hard time choosing.  The spicy noodle is a clearer broth, more...","Toronto, Canada"
Khao Soi Khun Yai,"Was here for late lunch in July. Very simple place, one long side of a large domestic garden, open-aired with roof. Nothing fancy about the place and dish presentation. Had a bowl of khao soi moo 40B and lotus root juice for 20B. Compared to...","Petah Tiqwa, Israel"
Khao Soi Khun Yai,"Solid noodles and soup, great mild flavors.  Seems to be more full of westerners on guided tours currently than locals, and there are more punchy soups around","Johannesburg, South Africa"
Khao Soi Khun Yai,"Love this place. Came in and out! Delicious chicken khao Soi, quick service, and nice atmosphere. One of my favorites in Chiangmai!","Vienna, Austria"
Khao Soi Khun Yai,"touted best khao soi in chiang mai. this cosy little restaurant is located beside wat rajamontean within the old city. note that the opening hours are from 1000-1400. so come here early. while i was there, there were many locals, definitely one of the better...","Bogor, Indonesia"
Khao Soi Khun Yai,"We've never had khao soi before, until we stumbled upon one near our hotel. We thought it was really good and what khao soi was supposed to taste like until we tried THE KHAO SOI of Chiang Mai. The Khao Soi had everything that you...","Houston, Texas"
Khao Soi Khun Yai,"This simple little eatery (quasi-outdoors and nestled just inside the entrance to one of two neighboring temples, is a great place to stop for a tasty bite. I had their pork Khao Soi, which it seems is a specialty of theirs and one of only...",dlejae
Khao Soi Khun Yai,"Being a huge fan of Khao soi, our latest visit to Chiang Mai involved a search of the net to find the best Khao soi places. This was the second place on the list after Mae sai. A great rustic set up, the lady owner...","Milton Keynes, United Kingdom"
Khao Soi Khun Yai,"Khao Soi (Spicy noodle with pork & chicken), only THB35 with lots of texture including softness of noodles, crunchiness from the fried noodles and lots of different taste as well like savoury, curry, a bit spicy, some local herbs, etc. Local Thai food is always...",adventbeard
Khao Soi Khun Yai,"EAT HERE!
this place is easy to miss, nestled in between two temples and only open from 10am - 2pm.

We tried the chicken and the beef khao soi - one of the best we've ever had. friendly service, fast and busy place with a...",End33
Khao Soi Khun Yai,"Very good food, amazing khao soi, we will come back to Chiang Mai for this. Very good, nice people. Easy to find just put in google!!!",A TripAdvisor Member
Khao Soi Khun Yai,"We saw this place recommended on a YouTube video from someone who lived in Chiang Mai, and went to give it a try. The Khao Soi Chicken was so so tasty, amazing flavours however I'm not the best with spice, I knew it would be...",joshuasethliew
Khao Soi Khun Yai,"Having spent 4 days in Chiang Mai, I have eaten khao soi 4 times and it has quickly become my favourite Thai dish. The khao soi served at Khao Soi Khun Yai was perfectly balanced, full of flavour, great value and served in a very...",Road728989
Khao Soi Khun Yai,"If you want to try Khao Soi for the first time , this would definitely be one of the top places that one should visit in Chiang Mai for the experience 

They do not have much variety and mainly specialise this.. It got a small...",Bowlover
Khao Soi Khun Yai,Had heard Khao Soi was the food to beat in Chiang Mai and that Khun Yai was one of the best. My partner and I fell in love with this dish at first mouthful and this restaurant totally lived up to expectations. I had been...,"Clinton, Utah"
Khao Soi Khun Yai,"I and my girlfriend went to Khao Soi Khun Yai in April 26, 2018. I definitely recommend my friends who have plan to travel to Chiangmai in the near future because:
- Quality & Costing: There is no doubt to say that it is really...",Tim A
Khao Soi Khun Yai,While in Chaing Mai we sampled several versions of Khao Soi. This version is widely regarded the best and this was the best of the versions we tried ( not by default as all we tried were good).My wife and I shared a bowl of...,"Chiang Mai, Thailand"
Khao Soi Khun Yai,"Yes.., it used to be much quieter here but alas in the last few years the back peckers have discovered the place. Go early and add a little more chilli powder. Water and ice is usually free.","Singapore, Singapore"
Khao Soi Khun Yai,I had seen a lot about this restaurant before i came to Chaing Mai and often this builds up so much expectance towards a place that you get disappointed. This however didnt happen this time around. The people serving here are quite friendly and the...,josephrU2380XA
Khao Soi Khun Yai,"We arrived right before close, about 13:30, while they were out of chicken, they still had pork, so we had two bowls of Khao Soi with pork and lotus tea. The Khao Soi was incredible, the broth was a perfect pastey, gritty, not too oily,...","Hanoi, Vietnam"
Khao Soi Khun Yai,This is the best Khao Soi in Chiang Mai by far.. The flavours are incredible and for 40 baht !! You will be in food heaven for a as long as it takes to eat...,martinacs
Khao Soi Khun Yai,We just had an amazing meal here the food was very fresh and would definitely come back again keep up the good work!,"Melbourne, Australia"
Khao Soi Khun Yai,"Read about this place online as well as recommendations from friends who went and it lived up to its hype.  I got the chicken and my wife got the pork (90B for the both).  It was just the right amount of spicy for me, but...",NJDxx
Khao Soi Khun Yai,"The Khao Soi here is so complex, it is incredible. It’s spicy, savory, sweet, bitter, and overall delicious. My wife’s favorite food in all of Thailand.","London, United Kingdom"
Khao Soi Khun Yai,This place was recommend to me by the guest house owner. I thought it would be wrong to visit Chiang Mai without trying the khao soi. The food here was very tasty and at a great price!,Therealellbee
Khao Soi Khun Yai,We went after watching the Netflix show Somebody feed Phil and must say it’s great. It has a quiet and nice terrace to eat. It’s a specialized restaurant in Khao Soi (not like other places that have a long menu) so it’s really good. We...,"Bandung, Indonesia"
Khao Soi Khun Yai,"I tried few khao soi around but this place seems to be the most authentic one.. curry soup is thick, i have been here 3 times tried beef chicken and porrk.. all of them served with good amount of meat and noooddles.. only open for...",heygauthey
Khao Soi Khun Yai,"very good thick broth, and generous portions for the price.  I highly recommend this wonderful place.  There are better and more expensive, but not this accessible with many different types.","Bangkok, Thailand"
Khao Soi Khun Yai,"A quick google search of best cheap eats in Chiang Mai returned this place. 

Decided to give the local dish a go and it was one of the best dishes I ate in my 3 week Thailand stay. 

Paid around 40 baht per meal for...","Morpeth, United Kingdom"
Khao Soi Khun Yai,I was quite lucky that the place I was staying at (Baan Ploy-in) was (give or take) about a two minute walk to Khao Soi Khun Yai. I didnt have to worry about running out of either option for the khao soi as long as...,NielsChristianMohr
Khao Soi Khun Yai,I went here despite some advice not to from the previous posts. I was here on December 28 and the Khao Soi was delicious!,"Valor, Spain"
Khao Soi Khun Yai,My girlfriend and I arrived about 30 minutes before they closed. The service was extremely friendly. You go up to the counter and order for yourself then they bring to your table. They were out of Beef and Chicken so we settled for the pork....,LittletTree
Khao Soi Khun Yai,"LOVED THE curry soup and also the spicy noodles with pork! 
This place is opened 4 hours only and there's a crowd so make sure you go early!
It is definitely worth the money and time!
Also, we loved the longan juice! 
HIGHLY RECOMMENDED! 

We...",Thang P
Khao Soi Khun Yai,"Here we go...

5 hours and 2,700Km from home to reach destination: Chiang Mai and we're on a Khao Soi rampage!

10 days in Chiang Mai, I had over 13 Khao Soi in 11 different speciality restaurants: authentic small and local only. No chain, no...",JoelZ195
Khao Soi Khun Yai,I have tried over 10 places for Khao Soi. This is hands-down the best one that I’ve tried. But they’re only open for lunch and they do not have a veggie option.,leckerschmecke
Khao Soi Khun Yai,"Yes, the place is opened 4 hours only a day and it takes quite some time for them to cook but it is worth the wait! The curry soup was rich and the crispy noodles on top were amazing. We had noodles with chicken and...","Kokkedal, Denmark"
Khao Soi Khun Yai,"This has been my favorite Khao Soi place for some time.  My apartment is a two minute walk from the restaurant, and until about 3 weeks ago, I went there at least 4 times a week for lunch.

And then, everything changed.  About 3 weeks...",Vipul556
Khao Soi Khun Yai,"Had the beef Khao soi, very lovely service, tender meat and great broth but not the best in Chiang mai","Hong Kong, China"
Khao Soi Khun Yai,Khao Soi Khun Yai is a great local spot in the old city where you can see into an open kitchen and watch the magic happen. There are only a few items on the menu and the northern Thai dish of Khao Soi is not...,"Chico, California"
Khao Soi Khun Yai,Khao Soi is their speciality and apparently one of the famous shop in Chiangmai. No doubt they lived up to their reputation with fast serving and delicious bowls of Thai staples. A good and safe place to eat for one who is adverse to street...,"Fremantle, Australia"
Khao Soi Khun Yai,This is probably my favorite meal that I ate in all of Thailand. Khao Soi is a Thai dish with unique Middle Eastern influences that make it stand out from normal Thai food. Khao Soi Khun Yai is a small restaurant that specializes in Khao...,Inspire765767
Khao Soi Khun Yai,After walking quite s long way looking forward to the khao soi  soup after reading the reviews I was SO DISAPPOINTED. I wanted to go to another restaurant that I loved the soup the last time j was in chiangmai but didn't because of the...,"Kanpur, India"
Khao Soi Khun Yai,"We’re lucky to time our brunch perfectly and managed to snag a table at Khak Soi Khun Yai. Though serving hours are limited, exceptional hospitality is abundant! The staff are friendly and all smiles as they serve the diners with the amazing noodles. We had...",Charles B
Khao Soi Khun Yai,"It's hard to have just one bowl of Khao Soi - it's so good.  If there are two of you eating, order 3.  Each bowl is only 35 baht!!!!  Just the right amount of kick to it.  Our kids loved the chicken noodle soup.  If...",beyatreese
Khao Soi Khun Yai,Very cheap but the taste was fab. 2 bowls of beef noodles and 2 cokes £2.74. Worth a visit. Very filling and crispy noodles are to die for.,France
Khao Soi Khun Yai,"Definitely best one in the Old City, this place is a house-hold name for anyone living in Chiang Mai and loving Khao Soi, the Northern Thai noodle-curry. Nice atmosphere, always busy and make sure to try the Longam juice!","Toronto, Canada"
Khao Soi Khun Yai,"I don’t want to over exaggerate, but this was honestly the most delicious meal I have had the pleasure of eating in my entire life!!! The Khao Soi and Lotus Root Juice will blow your mind! If you eat nothing else in Thailand, eat this!",Rachel N
Khao Soi Khun Yai,"I ate a traditional northern Thai speciality dish here. Really tasty and excellent value for money. The service was good and it’s very trustworthy. Tip..Go for the vegetarian option, it’s got great variation.",detraveler2018
Khao Soi Khun Yai,"Delicious Khao soi, we enjoyed both the chicken and the beef. Staff were friendly and food came out really quickly. Chicken was off the bone so a little less messy than Khao soi with chicken on the bone. So cheap, absolutely fantastic value. Only open...","Berlin, Germany"
Khao Soi Khun Yai,"Khao Soi is one of my favorite Thai dishes. I’ve tried many, but Khao Soi Khun Yai is the best and I eat here every time I am in Chiang Mai. My Thai girlfriend agrees.",K2158JKjanetr
Khao Soi Khun Yai,We loved this little place. It was only open from 10am to about 2pm. The Koi Soi here was amazing and is nicely balanced. It was the best we had during our 9 days in Chiang Mai - we kept going back for more!! ....,"Chiang Mai, Thailand"
Khao Soi Khun Yai,"If you want to sample the original Khao Soi, this is one of the places! You really should try to be there before 12:00, best around 11:00, as the tables are always full of hungry guests.
The reason I did not give it the 5....",JJ380
Khao Soi Khun Yai,"I am a great fan of any type of noodle in a curry soup! I have been eating Penang curry mee since I was 10 and I try to find and devour every types of curry noodles I can find.

When I arrived in Chiang...","Chiang Mai, Thailand"
Khao Soi Khun Yai,Friendly staffs and Delicious food.. Recommend to come early in the morning as the food finish really fast,"Melbourne, Australia"
Khao Soi Khun Yai,"Have been to CM many times, first time visiting this shop though. The reason people rave about the KS here, is that the mistakes at the lessor shops commit are not made here... curry was thick, not too watery; right amount of spice, and not...",GLX1138
Khao Soi Khun Yai,"I'm glad I came here after reading tons of good reviews. Delicious beef khao soi and longan juice, all are very cheap. It opens from 10 am to 2 pm and closes on sunday. You should come early to get a table as it gets...",AsiantravellerPerth
Khao Soi Khun Yai,"We arrived late for lunch at 1:30 PM (open from 10AM to 2PM) so there was only Khao Soi pork left. They almost closed the doorway in front of us. I advice you to arrive between 12PM and 1PM.
The Khao Soi was very good,...",Wolfgangfaraway
Khao Soi Khun Yai,"Most tuk yuk guys were not familiar with this place but one of them spoke English and located it for us on the GPS. 
It was packed on a weekday and most of the items on the menu were over giving us no choice. 

It...","San Antonio, Texas"
Khao Soi Khun Yai,"We came here after trying the other great Khao Soi restaurant outside of town.  We got there before they opened and by opening time the place was full.  We got a few dishes to share, the Khao Soi was very good, although we liked the...","Dianella, Australia"
Khao Soi Khun Yai,"By far the most inexpensive Khao Soi I've had so far at 35 Baht, but the flavor just want as it ought to be. 

Their version is Thai as opposed to Muslim. It was ok.",Samir M
Khao Soi Khun Yai,"English menu, only locals, tried Khao Soi with chicken as well as with beef balls, the spicy sausage  and sausage in bacon. Loved the spicy sausage and the Khao Soi with beef balls. Good food, would recommend.","Phuket, Thailand"
Khao Soi Khun Yai,"The best khao soi in chiang mai, no doubt. Friendly staff but speak very little english. Gets very busy around lunchtime. Must try if you're in chiang mai!","Ascot, United Kingdom"
Khao Soi Khun Yai,"Clean cozy local restaurant, only serve three kind of noodle, tho the best is always the Khao Soi. I had a beef Khao Soi small size, the soup is so thick and balance with spice, and the freshness of sour cabbage, lime and onion on...",fivestarholidays
Khao Soi Khun Yai,"No salubrious in atmosphere but  the wow factor is their Khao Soi. Run by three generations of ladies, this place is a must if you visit Chaing Mai! Only open for lunch so don't make plans for dinner, so good!",vanhuynh2612
Khao Soi Khun Yai,"Small place with Thai street food, only 3 dishes in menu - soups and noodles for 30-50 bath. Few tables under the roof and many locals and foreigners. 
Food was a bit too simple and tasteless.",vlada231
Khao Soi Khun Yai,"Best of class Khao Soi that we encounter in our Chiang Mai trip. Broth has excellent depth of flavour and balance. I personally would have preferred a more al dente noodle but minor quibble to say the least. Beef, pork and chicken options to satisfy...",Pandaica
Khao Soi Khun Yai,"Great experience! The place does get busy but we were able to order and get an open seat at 12pm and get out food in a few minutes. 

Khao Soi - 5/5. The small is more of an appetizer portion but it is only 40...",960malika
Khao Soi Khun Yai,"The khao soi was the most amazing bowl of soup I've ever had. So flavorful and delicious, with a homemade/whole in the wall vibe. If you don't stop here in Chiang Mai, you're missing out on the complete chiang mai experience!","Chennai (Madras), India"
Khao Soi Khun Yai,A must do for us while in Chiang Mai. Great Koi Soi at a low price. Open short hours 10-2 I think and closed Sundays.,"Ho Chi Minh City, Vietnam"
Khao Soi Khun Yai,"Very authentic, so tiny you might miss it. Khao Soi is the most authentically Chiang Mai dish you can get, and this is the best place to get the real thing.","Moscow, Russia"
Khao Soi Khun Yai,"Was told by someone to noy leave without stopping here n am so glad we did.  The coconut noodle soup is die for!  Getting a table is hard at lunch break,  so go early n b prepared to wait for a seat. Be warned,  u...","Bangkok, Thailand"
Khao Soi Khun Yai,"Almost 2 years since my last visit and it hasn't changed in the slightest, market food at its best. The large bowl of Khao Soi has gone up by 10 baht in 2 years, its now 50 baht (around £1.10). I will be back very...","Dubai, United Arab Emirates"
Khao Soi Khun Yai,It was good value for money. Cheap price but I don't know why it is so popular just basic noodles on the street,Victoria H
Khao Soi Khun Yai,"Great little place for a cheap and tasty feed.
Had the Chicken Khao Soi and thoroughly enjoyed it.
I got there about 11am and it filled up quickly after that.
👍",ToddHata
Khao Soi Khun Yai,"Khao soi is my favorite Thai dish and this is the best place to get it!! Also, you should get the lychee smoothie with it. I will crave this meal for the rest of my life!",jmb222
Khao Soi Khun Yai,"Fantastic Khao Soi served by these lovely, very helpful ladies! I am not really into that spicy food but that was something else! Also located at a very beautiful area!",So B
Khao Soi Khun Yai,"Read the review and gave this place a try,and no regret. The noodle (khao soi) was very nice and old flavors. I tried many khan soi before but this is by far one of the most delicious. The price is also good :)  ps. I...",phojus
Khao Soi Khun Yai,We skipped breakfast at our hotel and went straight to this restaurant for brunch. My husband and I took our first bite and agreed this was the best dish we've had in our 3 weeks of travelling in Thailand. We both ordered the Khao Soi...,Jordan J
Khao Soi Khun Yai,"Came because of Mark Weins vlog. After a trip on a Songtow to Doi Suthep, I was feeling pretty sick after that trip down the winding mountain side and wasn't sure if I would be able to appreciate the food. After getting off at the...","Los Angeles, California"
Khao Soi Khun Yai,"If your looking perfect Khao Soi then here is a must visit for anyone in Chaing mai, I can only comment on the chicken version but it is so good, Grandma herself is serving you and it her own recipe.","Atlanta, Georgia"
Khao Soi Khun Yai,"Good, thick Khao Soi (chicken) with nice, crispy noodles on top.  But my gold standard for Khao Soi isn't on TripAdvisor and it's not even in Chiang Mai.  Google ""ข้าวซอยสมควร"" Chiang Rai, which in my opinion is sweeter and they have mind blowing spicy, smoked...","Paris, France"
Khao Soi Khun Yai,"I was skeptical at first, since it got really a big name and all the hype, but they prove me wrong. This is indeeed the best khao soi in chiang mai area, and i already try all the famous khao soi branch here. Broth is...","Kata Beach, Thailand"
Khao Soi Khun Yai,The overall experience at this restaurant was exceptional.Lovely decor and great atmosphere!Service was excellent.The khao soi noodle soup was amazing!,Sunghee J
Khao Soi Khun Yai,We ate here multiple times while in Chiang Mai. A bowl of khao soi costs around 40 baht. Only open for lunch. So tasty!,Hafiz K
Khao Soi Khun Yai,This was the best bowl of noodles we had on our 3 week trip. My boyfriend loved the Khao Soi so much we had to go back again on another day of our visit. Spicy noodle soup is yummy too!,Bskelly16
Khao Soi Khun Yai,I saw this place at one of food vlogger Mark Wiens. He recommended to try the khoi soi beef. It was absolutely delicious! Everything I love was in this dish. Just incredible!,sandgrownun18
Khao Soi Khun Yai,Visited at about 1245. Place was very busy. We had pork Khao Soi and spicy chicken noodles and two cokes. Cost 90 baht. Was amazing. Would go back in a heart beat. Make sure to get in early since when we went they had already...,Dom_Denise
Khao Soi Khun Yai,"Quite easy to find by following clear directions on TA, Travelfish and Google Maps.

Went about 11AM and had no trouble getting a table.

As expected, the Khao Soi noodle soup with chicken was delicious and I was tempted to lick the bowl clean, as...","Northamptonshire, UK"
Khao Soi Khun Yai,Went here with my gf for the khao soi.   It did not disappoint.   Super authentic experience with lots of locals.   The food was great and it's so affordable.   Go here!!,"Denver, Colorado"
Khao Soi Khun Yai,"It was super tasty. Hands down to this Unique and authentic dish! 
I would say this was my favorite dish i’ve tried in Chiang Mai.
If you drink too much, this one will be your favorite dish to get rid of your hangover 😂
Location...","Blackpool, United Kingdom"
Khao Soi Khun Yai,Don't get fooled by the exterior of this restaurant. Simply stunning food. We came here 3x out of 3 days in Chiang Mai because it was so good. If you haven't tasted Khao Soi this is the best place to do it. Try the boat...,"Mississauga, Ontario, Canada"
Khao Soi Khun Yai,"the best typical chicken northern soup i ever been try! tasty! also the place is very very cheap! we will come back again, worth the visit!",irishrambler0188
Khao Soi Khun Yai,"Great flavor and it was cheap. It also had some spice to it. Only complaint would be about having to wait in a very long line, then a long time to get the food, but it's worth the wait.

The lotus drink was really good...",hellowolrd
Khao Soi Khun Yai,May be a little over hyped but still really good for the price. By the time ( 1:30) we reached the beef and the pork had finished so had the chicken.,komals0628
Khao Soi Khun Yai,"Definitely go early and expect to wait. We waited an hour for our food, but it was 100% worth it. Delicious Khao soi!",himawanwidyandaru
Khao Soi Khun Yai,Obviously very popular and well worth the visit and wait. Slightly hidden off the road in garden. Suggest arriving early as they ran out of food by 1.30pm ... we made it by 3 people!,richardoU6504IB
